Al,Au,Co,Cu,Hf,In,Mn,Mo,Nb,Nd,Ni,Pd,Pt,Sc,Ta,Ti,V,Zr,Zn,composition,formula,Alloy System,avg_first_ion_en_divi_voro_coord,avg_first_ion_en,avg_voro_coord,dev_mol_vol,avg_atom_mass,avg_mol_vol,Delta,NiTiHfCu base,a0 (A),a (A),b (A),c (A),beta,Transformation,lambda1_calculated,lambda2_reported,lambda2_calculated,lambda2_combined,lambda3_calculated,lambda1lambda2lambda3,Hysteresis (C),Hysteresis (C) new,Ms (C),Mf (C),As (C),Af (C),Tc (C),Enthalphy AtoM (J/g),Enthalphy MtoA (J/g),Enthalphy avg (J/g),Density_reported(g/cm^3),Enthalphy AtoM (J/cm3),Enthalphy MtoA (J/cm3),Enthalphy avg (J/cm3),Ref 1,Ref 2,Ref 3,Total
0,0,0,0,0,0,0,0,0,0,24.5,25,0,0.5,0,50,0,0,0,Ni24.5Pd25.0Sc0.5Ti50.0,Ni49Pd50Sc1Ti100,NiTiPdSc,0.711987162,7.40284345,10.495,1.5489545,65.14316256,9.14955,6.86,FALSE,3.108,2.798,4.471,4.706,90,B19,0.9002574,1.02,1.017205411,1.017205411,1.070670692,0.980463153,15,16.15,170.1,160.3,177.6,185.1,173.275,,,,,,,,https://doi.org/10.1016/j.msea.2013.02.035,,,100
0,0,0,0,0,0,0,0,0,0,24.5,25,0,0.5,0,50,0,0,0,Ni24.5Pd25.0Sc0.5Ti50.0,Ni49Pd50Sc1Ti100,NiTiPdSc,0.711987162,7.40284345,10.495,1.5489545,65.14316256,9.14955,6.86,FALSE,3.108,2.796,4.465,4.706,90,B19,0.8996139,,1.01584034,1.01584034,1.070670692,0.978447498,15,16.15,170.1,160.3,177.6,185.1,173.275,17.9,,17.9,,127.44,,127.44,https://doi.org/10.1007/s11661-010-0245-z,,,100
0,0,0,0,0,0,0,0,0,0,25.06,25.42,0,0.49,0,49.03,0,0,0,Ni25.06Pd25.42Sc0.49Ti49.03,Ni2964203790Pd3006786127Sc57959292Ti5799477726,NiTiPdSc,0.711051471,7.413752397,10.5242,1.550415901,65.45000411,9.117698,6.89,FALSE,3.087,2.793,4.445,4.689,90,B19,0.904761905,,1.018169628,1.018169628,1.074060155,0.989425387,18.4,18.4,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2011.04.009,,,100
0,0,0,0,0,0,0,0,0,0,25.93,27.15,0,0,2.06,44.87,0,0,0,Ni25.93Pd27.15Ta2.06Ti44.87,Ni13378019587Pd14007452055Ta1062812200Ti23149700689,NiTiPdTa,0.709606577,7.463020774,10.61283872,1.520019523,69.31074677,9.02960204,6.81,FALSE,3.096,2.778,4.442,4.697,90,B19,0.897286822,1.015,1.014524652,1.014524652,1.072765036,0.976559039,25,27.65,147.6,128.5,158.8,172.6,151.875,16.7,,16.7,,126.43,,126.43,https://doi.org/10.1016/j.msea.2014.06.104,,,100.01
0,0,0,0,0,0,0,0,0,0,24.94,28.98,0,0,2.21,43.83,0,0,0,Ni24.94Pd28.98Ta2.21Ti43.83,Ni7630689040Pd8866774995Ta676175733Ti13410308766,NiTiPdTa,0.709614484,7.484003835,10.64035614,1.49131363,70.48589857,9.031143457,6.7,FALSE,3.098,2.778,4.448,4.701,90,B19,0.896707553,1.015,1.015239175,1.015239175,1.072985468,0.976816609,29.8,31.3,105.4,88.8,121.6,135.2,112.75,11.6,,11.6,,91.16,,91.16,https://doi.org/10.1016/j.msea.2014.06.104,,,99.96
0,0,0,0,0,0,0,0,0,0,25.94,27.42,0,0,0.84,45.8,0,0,0,Ni25.94Pd27.42Ta0.84Ti45.8,Ni1297Pd1371Ta42Ti2290,NiTiPdTa,0.709462254,7.458437448,10.6092,1.513863658,67.84848015,9.020858,6.81,FALSE,3.098,2.776,4.441,4.705,90,B19,0.896061975,1.014,1.013641451,1.013641451,1.073898452,0.975406458,23.2,25.05,179.1,161.6,188.5,202.3,182.875,19.8,,19.8,,144.19,,144.19,https://doi.org/10.1016/j.msea.2014.06.104,,,100
0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,50,0,0,0,Ni43.0Pt7.0Ti50.0,Ni43Pt7Ti50,NiTiPt,0.705359167,7.32629,10.5,1.892,62.827542,8.79,8.11,FALSE,,,,,,B19,,0.999,,0.999,,,18,18,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2009.05.034,,,100
0,0,0,0,0,0,0,0,0,0,28.5,0,21,0,0,50.5,0,0,0,Ni28.5Pt21.0Ti50.5,Ni57Pt42Ti101,NiTiPt,0.72135765,7.5068916,10.485,1.4945475,81.868094,9.16025,7.08,FALSE,3.084,2.768,4.467,4.688,90,B19,0.897535668,1.024,1.024204277,1.024204277,1.074875678,0.988090076,13.7,9.5,344.6,322,327.3,358.3,338.05,,,,,,,,https://doi.org/10.1016/j.msea.2013.02.035,,,100
0,0,0,0,0,0,0,0,0,0,40,0,10,0,0,50,0,0,0,Ni40.0Pt10.0Ti50.0,Ni4Pt1Ti5,NiTiPt,0.708656667,7.36586,10.5,1.82,66.91926,8.865,7.93,FALSE,,,,,,B19,,1.004,,1.004,,,25,25,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2009.05.034,,,100
0,0,0,0,0,0,0,0,0,0,37,0,13,0,0,50,0,0,0,Ni37.0Pt13.0Ti50.0,Ni37Pt13Ti50,NiTiPt,0.711954167,7.40543,10.5,1.739,71.010978,8.94,7.73,FALSE,,,,,,B19,,1.013,,1.013,,,33,33,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2009.05.034,,,100
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,45,0,5,0,Ni50.0Ti45.0Zr5.0,Ni10Ti9Zr1,NiTiZr,0.68737225,7.224249,10.65,2.194,55.44805,8.784,9.15,FALSE,3.041,2.94,4.116,4.671,98.09,B19prime,0.930177314,,0.95707054,0.95707054,1.117634939,0.994969256,,,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2005.02.031,,,100
0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,40.5,0,10,0,Ni49.5Ti40.5Zr10.0,Ni99Ti81Zr20,NiTiZr,0.67768965,7.2104796,10.785,2.3594175,57.561768,8.97325,9.72,FALSE,3.065,2.99,4.09,4.78,100.9,B19prime,0.917201065,,0.943578054,0.943578054,1.15173299,0.996768233,61,59.5,105,74,132,166,119.25,,,,,,,,https://doi.org/10.2320/jinstmet.72.152,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,29.7,0,20,0,Ni50.3Ti29.7Zr20.0,Ni503Ti297Zr200,NiTiZr,0.65612791,7.19755104,11.109,2.7049831,61.9840792,9.27885,10.73,FALSE,3.112,3.076,4.079,4.946,103.689,B19prime,0.905946281,0.927,0.926827944,0.926827944,1.191321287,1.000300458,46,46,30.5,20.5,66.5,76.5,48.5,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,29.7,0,20,0,Ni50.3Ti29.7Zr20.0,Ni503Ti297Zr200,NiTiZr,0.65612791,7.19755104,11.109,2.7049831,61.9840792,9.27885,10.73,FALSE,3.102,3.084,4.072,4.92,104.032,B19prime,0.906132076,0.928,0.92822012,0.92822012,1.193803791,1.00409646,41,41,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,29.7,0,20,0,Ni50.3Ti29.7Zr20.0,Ni503Ti297Zr200,NiTiZr,0.65612791,7.19755104,11.109,2.7049831,61.9840792,9.27885,10.73,FALSE,,,,,,B19prime,,0.937,,0.937,,,45.3,45.3,,,,,,,,,,,,,https://doi.org/10.1007/s40830-016-0052-5,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,29.7,0,20,0,Ni50.3Ti29.7Zr20.0,Ni503Ti297Zr200,NiTiZr,0.65612791,7.19755104,11.109,2.7049831,61.9840792,9.27885,10.73,FALSE,3.109,3.061,4.086,4.879,102.91,B19prime,0.907379442,0.929,0.929314348,0.929314348,1.173625763,0.989649051,65,65,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,35.5,0,15,0,Ni49.5Ti35.5Zr15.0,Ni99Ti71Zr30,NiTiZr,0.6673969,7.2007686,10.935,2.5267275,59.729618,9.14225,10.23,FALSE,3.082,3.04,4.08,4.846,102.63,B19prime,0.911595225,,0.936079061,0.936079061,1.173914781,1.001731068,43.7,44.2,183.3,154.6,199.3,227,191.05,,,,,,,,https://doi.org/10.2320/jinstmet.72.152,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,32.2,0,17.5,0,Ni50.3Ti32.2Zr17.5,Ni503Ti322Zr175,NiTiZr,0.661274285,7.20240654,11.034,2.6199761,60.9001542,9.19435,10.51,FALSE,,,,,,B19prime,,0.936,,0.936,,,99.7,99.7,,,,,,,,,,,,,https://doi.org/10.1007/s40830-016-0052-5,,,100
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,35,0,15,0,Ni50.0Ti35.0Zr15.0,Ni10Ti7Zr3,NiTiZr,0.66678675,7.204827,10.95,2.532,59.78375,9.122,10.25,FALSE,3.094,3.055,4.117,4.89,102.31,B19prime,0.916354189,0.941,0.940904531,0.940904531,1.176520167,1.014397815,44.8,48.75,140.85,112.65,165.35,185.65,151.125,25.52,24.62,25.07,,167.25,161.35,164.3,https://doi.org/10.1016/j.intermet.2019.01.005,,,100
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,35,0,15,0,Ni50.0Ti35.0Zr15.0,Ni10Ti7Zr3,NiTiZr,0.66678675,7.204827,10.95,2.532,59.78375,9.122,10.25,FALSE,,,,,,B19prime,,0.939,,0.939,,,64.1,64.1,,,,,,,,,,,,,https://doi.org/10.1016/j.jallcom.2021.163322,,,100
0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,35,0,15,0,Ni50.0Ti35.0Zr15.0,Ni10Ti7Zr3,NiTiZr,0.66678675,7.204827,10.95,2.532,59.78375,9.122,10.25,FALSE,3.084,3.038,4.855,4.087,102.51,B19prime,0.912065528,,0.937076983,0.937076983,1.173740061,1.003167006,37,53.5,201,125,195,238,189.75,,,,,,,,https://doi.org/10.1016/j.intermet.2013.11.009,,,100
0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,29.7,0,20,0,Ni50.3Ti29.7Zr20.0,Ni503Ti297Zr200,NiTiZr,0.65612791,7.19755104,11.109,2.7049831,61.9840792,9.27885,10.73,FALSE,3.11,3.07,4.095,4.881,103.292,B19prime,0.905663941,0.931,0.931061823,0.931061823,1.177202926,0.992651786,40,40,,,,,,,,,,,,,https://doi.org/10.1016/j.actamat.2016.08.065,,,100
0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,45.5,0,5,0,Ni49.5Ti45.5Zr5.0,Ni99Ti91Zr10,NiTiZr,0.6879824,7.2201906,10.635,2.1921075,55.393918,8.80425,9.14,FALSE,3.038,2.93,4.104,4.696,98.83,B19prime,0.923813828,,0.955222591,0.955222591,1.127568077,0.995020011,59.4,52,70.6,40,84.6,130,81.3,,,,,,,,https://doi.org/10.2320/jinstmet.72.152,,,100
